is_urban,population_density,water_source,water_treatment,ph,avg_temperature_c,avg_rainfall_mm,avg_humidity_pct,flooding,Outbreak_Risk
1,1453,1,3,6.91,32.3,499.7,83.4,0,1
0,470,6,0,7.14,31.8,57,71.7,0,1
0,1138,2,1,6.87,8.5,20.9,35.6,0,0
1,592,6,3,6.6,27.4,497.7,72.6,1,1
1,269,3,3,7.92,12.6,26.4,54.1,0,0
0,139,2,3,7.6,41.8,44.2,44.2,0,1
0,430,3,1,7.94,33.1,21.5,47.4,0,1
1,582,3,1,6.72,27.3,44.3,73,0,1
1,157,1,1,7.91,18.7,44.2,71.8,0,0
0,426,6,1,6.1,8.4,29.3,46.8,0,1
0,861,1,3,6.33,10.6,11.4,55.5,0,1
0,8582,5,1,7.15,33.8,291.2,74.4,0,1
0,282,5,3,6.52,33.6,138.2,75.1,1,1
0,295,2,3,6.31,34.1,418.6,87.2,0,1
1,738,0,1,8.47,14.7,9.9,42.3,0,0
0,315,5,1,6.61,28.7,17.4,60.5,0,1
1,1143,2,2,8.34,37.7,301.4,91.7,1,0
1,303,1,2,8.47,26.6,23,41.2,0,0
1,210,3,2,7.14,34.7,130,80.4,1,1
1,207,3,3,6.75,37.1,25.5,38,0,1
1,512,2,0,7.48,32.3,857.6,91.1,0,0
0,489,1,3,6.83,11.7,18.5,38.1,0,1
1,220,5,3,6.84,27.9,712,86.2,0,1
0,743,2,0,7.12,40.2,46.3,43,0,0
1,283,0,1,8.42,28.6,146,85.4,1,0
0,227,2,0,8.15,40.9,49.5,45.4,0,0
0,1208,3,3,7.2,22.5,33.5,54.3,1,1
0,830,1,2,7.62,28.7,63.1,66.8,1,0
1,958,2,1,6.82,24.4,55.1,72,0,0
1,45,5,3,7.79,9,20.9,54.7,0,1
1,27,2,0,7.92,28.1,145.4,66.9,0,0
0,1778,6,3,6.23,39.7,53,59.3,0,1
0,363,6,3,6.87,31,568.4,73,1,1
1,1277,3,3,7.56,30.5,150.5,91.9,0,1
0,661,0,3,7.17,10.7,27.2,36.6,0,1
0,286,6,3,6.94,33.9,592.7,93.3,0,1
0,289,4,0,8.39,24.7,230.8,65.7,1,0
0,1180,2,1,8.47,9.5,23.1,30.1,0,0
0,670,0,3,6.9,33.9,321.3,81.7,0,1
0,246,2,2,7.15,27,588.2,80.8,0,0
1,415,2,2,7.36,9,7.4,44.4,0,0
0,352,1,1,6.92,30.1,493.9,94.6,0,1
1,832,5,3,7.49,32.9,64.3,49.2,0,1
0,253,3,0,7.67,46.5,22.5,28.9,0,1
0,153,0,0,7.95,29.7,308.7,73.5,0,1
1,11248,0,3,7.42,38.3,57.8,26.2,0,0
0,924,5,3,7.69,27.5,124.3,81.9,0,1
0,314,0,3,7.58,24.6,482.4,93.3,1,1
0,1020,3,3,7.18,12.1,11.6,46.2,0,1
1,509,3,2,7.84,42.8,23.6,33.5,0,1
0,101,5,1,8.12,20.9,32.3,60.3,0,0
1,335,2,3,6.88,32.2,366,85.9,1,1
0,392,1,3,7.32,32.7,27,64.7,0,1
0,925,5,3,6.59,28.3,443,69.2,1,1
0,400,3,3,8.03,40.9,47.4,41.8,0,1
0,767,2,1,7.16,33.8,315.3,82.4,0,1
0,1113,3,3,7.35,11.8,14.4,49.5,0,1
1,316,1,3,7.53,11.6,16.6,33.7,0,1
0,515,3,3,7.37,28.1,37.1,59,0,1
0,205,4,1,8.31,6.9,29.3,53,0,0
1,103,6,2,7.49,44.4,30,53.9,0,0
0,488,2,2,7.53,39.6,8.2,49,0,0
1,108,2,0,7.04,13.5,5.5,35,0,0
1,206,2,1,6.83,32,286.6,87.5,0,0
0,937,1,3,7.45,31.5,544,93.9,1,1
0,313,5,3,7.01,14,27.4,51.9,0,1
0,11937,3,3,7.68,29.7,350.1,76.4,0,1
0,305,5,3,7.59,34.4,319.2,84.4,0,1
0,188,6,2,6.94,33.2,436.3,72.7,0,0
0,543,0,3,6.94,24,92.3,73.5,0,1
1,623,1,2,7.02,32.3,43.2,59.6,0,0
0,357,1,1,7.79,28.2,254.6,86,0,0
0,314,1,3,6.62,30.1,54.4,62.1,0,1
1,1670,2,0,8.46,24.5,69.4,60.1,0,0
0,426,1,3,6.79,29.8,258.3,90.8,0,1
1,776,2,0,7.32,37.3,30.7,43,0,0
0,427,1,3,7.62,13.6,26.6,43,0,1
0,42,1,1,7.51,33,154,69.1,0,1
0,436,1,1,7.93,36.9,646.6,87.1,1,1
0,932,4,3,7.53,19.3,20.8,31.1,0,1
0,330,4,3,7.18,45.8,55.4,47.8,0,1
0,493,1,0,8.08,24,27.4,52.8,0,0
0,552,0,1,7.97,40.2,26.5,34.2,0,0
0,689,5,3,7.29,44.3,11.3,31.1,0,1
1,1215,0,3,7.48,31.6,169.4,87,0,1
0,1365,6,3,7.64,7.7,20.5,49.9,0,1
0,382,1,3,6.46,31,566.4,81.4,0,1
1,775,2,1,7.74,32.4,543.2,94.6,0,0
1,291,1,3,7.06,23,28.1,54.8,0,1
0,521,2,3,6.37,32.1,184.2,78.9,0,1
0,58,3,3,7.29,28.4,45.3,51.8,0,1
0,765,6,3,6.06,26.5,721.9,86.4,0,1
0,687,6,3,6.77,35.5,115.8,83.5,0,1
1,578,6,2,8.32,20.7,32.3,57.2,0,0
1,996,5,1,7.36,27,36.2,48.2,0,0
1,1173,3,1,7.29,29.1,44.8,58.6,0,0
1,387,1,1,7.93,15.6,15,41.7,0,0
0,388,3,3,7.2,36.7,18.3,38.2,0,1
0,429,0,0,7.37,22.8,16.3,39.8,0,0
1,340,0,1,7.81,42.4,21.7,30.7,0,0
1,180,0,2,7.2,18.7,14.5,37.8,0,0
1,781,2,0,7.32,9,19.4,38.6,0,0
0,253,1,0,7.95,40.2,5.7,32.1,0,0
1,198,0,1,7.59,15.5,12.9,37.2,0,0
1,761,4,0,7.94,36.4,101.4,70.1,0,1
1,1041,5,0,7.77,37.5,22.5,41.3,0,0
1,572,5,0,6.24,26.9,54.6,50.7,0,1
0,324,5,3,7.1,36.1,327,72.7,0,1
1,431,0,2,7.42,26.5,53.9,61.5,0,0
1,323,1,2,7.02,19.5,9.7,53.5,0,0
1,513,2,1,8.24,31.6,102.6,70.6,1,0
1,783,0,3,7.57,28.7,311.3,79.9,0,1
1,38,0,2,7.72,31.1,147.2,68.4,0,0
1,597,0,0,8.31,26.1,432.6,73.8,0,0
0,444,1,0,6.53,31.1,491.1,84.1,0,1
1,55,5,2,7.64,18.3,5.3,62.8,0,1
0,527,5,3,6.51,27.1,53,64.7,0,1
0,103,1,2,8.48,19.2,28.8,52.7,0,0
1,410,6,3,7.63,34.1,678.1,70.9,0,1
0,940,0,1,7.95,46.7,22.3,29.7,0,0
0,325,5,2,6.57,36.3,400.9,77.7,1,1
1,1447,2,1,6.89,27.5,42.9,41.6,0,0
0,532,4,3,6.24,21.7,98.9,77.9,0,1
0,1394,2,0,6.93,37.3,45.6,33.9,0,0
0,598,5,2,6.65,25.7,11.6,44.5,0,1
0,896,5,3,7.72,31.7,190,84.7,0,1
0,764,2,2,8.48,45.2,15.7,26,0,0
1,442,6,2,7.4,27.7,359.2,90.6,0,0
1,96,0,1,7.6,27.2,52,76.2,0,0
0,279,5,3,6.36,27.3,569.8,75.4,0,1
0,176,0,3,6.45,39.2,46.3,41,0,1
0,397,0,3,6.06,30.9,426.5,72.6,0,1
1,558,0,3,7.67,23.9,51.4,76.8,0,1
1,134,2,1,7.55,26.2,108.9,73.9,0,0
0,304,6,1,8.42,17.9,20.1,40.4,0,0
1,252,1,1,7.2,32.8,55.6,52.7,0,0
0,357,0,1,6.91,8.9,7.5,36.1,0,0
0,465,2,1,6.98,25.7,13.3,49,0,0
0,497,5,1,7.64,24.9,56,56.7,0,0
0,1606,3,3,6.56,22.4,67.7,74.2,0,1
1,151,5,1,7.42,30.2,461.8,77.4,1,1
1,219,0,1,8.09,41.6,64.5,56.5,0,0
1,1046,0,0,7.82,39,12.2,46.7,0,0
0,347,5,2,6.43,29.8,422.1,73.1,1,1
0,563,3,3,8.01,31.2,22.7,60.4,0,1
0,494,0,1,7.76,32.8,62.4,44.8,0,0
1,526,0,3,7.4,28.9,20.4,58.5,0,1
0,516,3,3,6.87,35.7,349.6,66.8,0,1
0,1223,2,1,7.86,28.3,25.6,57.9,0,0
0,364,0,3,7.22,29,506.3,94.2,0,0
0,650,1,3,7.84,34.9,491.3,80.1,1,1
0,626,1,2,7.02,30.9,44,59.9,0,0
0,727,5,2,6.4,32.2,241.2,94.6,0,1
1,365,3,2,7.12,5.4,5.6,59.2,0,0
0,513,5,3,6.73,24.7,68.3,56.9,1,1
0,198,0,3,7.56,29.9,10.6,51.4,0,1
1,1160,3,0,6.91,29.7,504.4,95.6,0,1
0,174,1,0,6.61,9.8,6.1,52.3,0,1
0,1451,2,1,7.36,32.8,396.5,94.8,0,0
0,1137,5,3,6.7,40.4,46.6,47.7,0,1
0,502,1,3,7.6,34.3,426.6,97.6,0,1
0,282,5,3,6.64,27.8,548.4,87.5,1,1
1,267,3,3,8.07,6.5,24.7,35.5,0,0
0,200,0,2,7.93,11.6,5.6,49,0,0
1,732,2,1,7.55,37.5,362,84.7,0,0
0,10998,3,3,7.05,40.8,49.3,45.4,0,1
0,123,1,3,7.6,21.8,32.7,72.2,0,1
0,260,6,3,6.5,30.5,365.1,67.3,0,1
0,433,3,3,7.79,32.3,357.9,76.7,1,1
1,214,2,0,8.36,5.4,28.3,42.5,0,0
1,1332,4,3,7.96,28.9,35,64.7,0,0
0,1029,2,3,6.62,24.7,266.2,76.3,0,1
0,326,5,3,7.02,37,56.5,33.9,0,1
1,1136,2,1,8.38,26.6,34.4,62.2,0,0
0,237,6,3,6.95,36.7,146.9,69.8,1,1
0,2674,3,3,6.66,41.7,72.1,55.9,0,1
1,583,4,1,7.15,32.6,44.4,41.3,0,1
0,603,5,3,6.01,27.5,105.5,74.7,1,1
0,235,0,3,6.57,35.4,211,94.1,0,1
0,535,2,3,6.95,31.9,466.5,88.9,1,1
0,330,4,0,8.01,23.7,46.1,40.9,0,1
0,182,0,1,8.47,26,32,54,0,0
0,1266,0,2,6.74,34,468.9,81.3,0,1
0,1220,0,3,7.21,19.8,8.7,32.9,0,1
1,790,2,2,7.16,38.8,49.6,31.8,0,0
0,542,2,1,7.9,26.7,33.3,49.9,0,0
0,214,5,3,7.74,44,27.1,33.1,0,1
0,1518,5,3,7.57,28.4,51.3,59.7,1,1
1,600,0,0,7.11,21.7,15.5,48.6,1,0
1,630,1,3,7.12,31.4,131.7,80.6,0,1
0,354,5,3,7.46,34.1,664.4,75.9,0,1
1,441,0,1,7.33,35.2,694.5,70.4,0,0
0,161,5,3,7.77,21.6,20.5,42.7,0,1
0,1067,0,1,8.01,41.2,33.2,31.2,0,0
0,774,2,3,7.32,36.8,103.9,66.9,0,1
1,409,2,1,8.49,20.1,9.5,50.8,0,0
0,564,2,3,7.62,5.7,27,58.5,0,1
1,193,6,3,7.87,24.6,66.1,66,0,1
0,59,0,2,7.39,15.4,14,40.3,0,1
0,58,5,2,7.92,34.1,363.1,72.1,1,1
1,484,2,2,7.82,26.7,99.7,56.5,0,0
0,59,5,3,6.49,31.7,479.2,91.3,0,1
0,598,5,0,7.9,23.2,220.9,67.9,0,1
1,870,2,2,7.13,40.9,20.6,41.3,0,0
0,730,5,2,7.25,35.7,58.9,44.2,0,0
0,704,1,3,6.31,31.6,38.7,57.9,0,1
1,280,1,3,7.06,26.7,443.4,92.6,0,1
1,543,0,2,8.2,20.7,14.3,54.2,0,0
1,330,0,3,7.23,27.5,49.3,53,0,0
1,400,2,1,7.81,29,86.5,71.2,0,0
1,101,6,1,6.81,19.5,29.2,34.2,0,0
1,1190,3,2,8.15,24.4,269.7,63.8,0,0
1,544,5,3,6.63,30.2,88.2,58.8,0,1
0,663,3,3,7.46,28.6,275.8,61.2,0,1
0,172,0,0,7.52,10.6,9.3,44.5,0,1
0,755,2,0,8.35,14.2,18.4,56.9,0,0
0,1415,2,0,7.98,13.6,8.2,49,0,0
1,241,6,3,7.23,29.9,109.2,93.4,0,1
0,1316,5,3,7.38,28.3,47.9,44.4,0,1
0,1207,0,3,7.46,37.2,55.9,50.7,0,1
0,223,0,1,7.58,14.9,6.1,30.5,0,0
0,707,0,3,6.76,15,29.8,31.7,0,1
0,899,0,3,6.96,41,39.2,46,0,1
0,785,1,3,6.67,23.6,183.3,78.7,0,1
0,484,1,3,7.04,26.3,12.1,60.3,0,1
0,284,3,0,6.94,29.1,41.6,54.9,0,1
0,667,1,0,6.73,40.7,29.9,42.5,0,1
0,477,5,2,7.15,26,50.8,69.3,1,1
1,146,5,3,6.08,35.8,364.3,68,0,1
0,440,1,1,7.78,28.3,656.2,88.1,0,1
0,345,0,3,6.48,39.9,27.3,27.7,0,1
0,1020,3,0,6.63,28.7,346.4,75.7,0,1
0,415,0,1,7.01,18.3,16.6,37.2,0,0
1,316,0,3,7.89,28.2,104.8,67.3,0,1
0,1414,1,3,7.68,46.8,30.5,30.7,0,1
1,443,1,3,6.21,24.1,37.3,50.2,0,1
1,359,1,3,7.42,32.7,523.8,71.1,1,1
0,250,1,3,6.25,36.7,32.8,46.3,0,1
1,1546,5,3,7.3,42.4,50.4,55.4,0,1
1,1182,6,2,8.05,30.5,437.2,82.4,0,0
0,372,6,3,7.28,44.2,12.2,49.2,0,1
0,738,5,2,6.9,47.1,37.8,25.4,0,1
0,496,2,3,7.96,38.7,56.2,48.4,0,1
0,924,6,2,7.57,33.2,287.7,72.2,0,1
0,203,5,3,7.35,31.6,387.7,92,0,1
1,487,4,0,7.6,33.2,792.5,79.6,0,0
0,11678,0,0,8.2,28.4,46,61.7,1,0
0,444,1,3,7.65,28,248.8,89.7,0,1
0,634,1,3,6.62,27.9,140.2,77.1,1,1
1,447,3,3,7.56,26.9,89.4,73.1,0,1
0,390,1,3,7.67,9.7,27.5,31.5,0,1
1,1408,0,2,7.55,24,23.7,41.6,0,0
0,11229,1,1,7.17,30.6,102.6,72.7,1,1
0,384,3,3,7.34,18.2,82.1,75.6,0,1
1,269,2,1,7.19,39.7,66.1,57.5,0,0
0,1394,6,3,7.06,31.9,236.8,97.7,0,1
1,264,0,3,7.65,32.2,134,85.4,0,1
0,749,2,1,8.29,44.6,28.6,27.6,0,0
0,96,2,2,6.97,44.1,10.7,44.6,0,1
0,75,5,0,6.8,30.8,759.8,95.5,1,1
0,525,5,3,7.94,35.8,349.5,85.2,0,1
0,887,2,0,7.88,29.2,19.5,55.7,0,0
0,24,5,3,6.45,25.5,97.1,69,1,1
0,302,5,3,7.89,43.5,9.9,33.2,0,1
0,1060,3,3,6.73,34.4,436.2,97.8,1,1
0,552,3,3,7.15,28.3,219.3,70.4,0,1
1,97,6,1,8.02,45.6,54.1,45.9,0,0
0,223,0,1,7.08,27.1,660.5,79.3,0,1
1,285,3,3,7.24,30.2,503.4,80.8,0,1
1,171,5,1,7.67,33.4,292.8,84.3,0,1
1,1179,2,2,7.02,24.7,47.6,45.5,0,0
0,755,5,3,6.24,22.6,33.4,61.6,0,1
1,485,2,0,8.46,31.2,312.1,65.1,0,0
1,274,5,2,8.24,31.8,39,40.1,0,0
0,359,5,3,7.38,25.4,49.9,73.9,0,1
0,878,0,2,7.67,31.5,438.3,70.2,1,0
1,773,0,2,8.3,29.7,552.5,91.1,0,0
0,1221,5,3,7.83,40,56.1,55.5,0,1
1,662,2,1,7.69,25.7,18,44.7,0,0
0,584,2,3,6.91,26.1,161.9,68.6,0,1
0,752,0,2,8.21,16.4,20.5,40.3,0,0
1,256,2,2,7.66,44.6,17.4,27,0,0
1,350,5,3,7.45,42.7,11,20.3,0,1
0,462,2,0,8.42,24.2,56.7,63,0,0
0,1134,6,1,7.4,30.2,683.4,76.6,0,1
0,100,2,1,7.42,31.8,342.9,88.7,1,0
0,346,0,0,7.12,18.7,9.3,45.2,0,0
1,49,5,3,6.51,29.3,808.8,90.2,1,1
1,362,4,2,7.31,42.4,77.6,54.6,0,1
0,809,1,3,7.48,28.1,36,62.9,1,1
0,142,3,3,6.16,35.4,139.4,84.3,0,1
0,477,2,3,7.18,33.6,553.4,67,1,1
1,284,6,3,7.13,28.9,53.1,43.3,0,1
0,1016,5,3,6.64,28.8,403.5,92.2,0,1
1,115,6,3,6.84,34.5,122,67.1,0,1
1,33,5,1,7.01,21.1,87.1,71.5,0,0
1,362,5,0,7.43,35.7,631.5,89.9,1,0
1,426,0,1,8.26,32,169.8,80.3,0,0
1,201,3,2,6.75,19.7,13.9,35.4,0,1
0,387,2,1,6.93,34.2,556,95.4,1,0
0,603,5,3,6.64,28.6,329.1,69.3,0,1
0,267,2,3,7.89,31.7,687.7,85,0,1
1,212,1,3,7.55,29,894.2,79,1,1
1,451,1,1,7.86,27.4,557.8,79.4,1,0
0,157,5,3,7.03,29.4,246.5,79.7,0,1
0,405,0,3,6.52,33.7,387.7,96.1,0,1
0,1284,3,1,6.9,28.5,322.7,81.1,0,0
1,80,0,3,6.99,29,476.9,96.4,0,1
1,731,0,3,6.73,29.7,482.4,70.2,0,1
1,303,2,2,7.28,23.8,70.4,81.9,1,0
0,1458,5,3,6.56,30.6,15.1,61.5,0,1
0,455,3,3,7.24,30,27.7,50.1,1,1
1,216,0,1,7.22,27.1,667.6,86.4,0,0
0,342,4,0,7.81,45.5,9.7,43.9,0,0
1,9044,5,3,7.45,30.8,37.8,46.1,1,1
1,336,6,1,7.58,24.2,31,69.7,0,0
0,510,0,3,7.68,27.2,753.8,78.4,0,1
0,447,5,3,7.28,30.6,734.5,76.4,0,1
0,183,4,0,6.7,30.5,165.8,77.9,1,1
1,490,0,1,7.51,33.5,201.3,87.5,1,1
0,37,2,1,7.83,19,25.6,61.7,0,0
1,290,0,1,8.43,34.6,529.9,88.2,0,0
0,464,5,3,7.09,35.7,267.3,83,0,1
0,1396,1,2,7.67,26.9,67.7,73.7,0,1
0,369,6,3,7.69,18.9,8.6,50.8,0,1
1,1114,2,3,8.11,42.8,30.2,46.3,0,0
1,566,1,3,6.75,27.9,197.8,69.1,0,1
1,456,2,1,7.39,27.1,33,52.3,0,0
0,474,6,3,7.5,28.4,591.5,87.7,0,1
1,1476,0,1,7.46,34.1,388.7,93.1,0,1
0,899,2,3,7.41,33.7,266.8,85.6,0,0
0,1481,2,2,7.01,15.1,25.5,42.2,0,0
0,287,4,2,7.45,32.9,31.6,53,0,1
1,695,3,1,8.06,8.9,22,55.6,0,0
1,392,6,1,7.16,44.8,25.5,25.8,0,0
0,205,6,0,6.48,10.9,14.8,43.3,0,1
0,464,3,1,7.41,44.1,27.7,41,0,1
1,204,0,3,6.57,36.8,155.9,76.3,0,1
1,710,1,2,7.21,45.9,16.8,28.4,0,0
0,429,0,3,8.19,27.4,485.6,72.4,1,1
0,1441,1,2,7.43,30.4,365.9,81.8,0,1
1,70,1,2,7.84,11.5,11.9,56,0,1
1,487,2,0,7.8,27.5,46.4,40.8,0,0
1,657,5,3,6.4,30,191.3,94.2,1,1
0,555,4,3,7.47,33.2,26.6,58.3,0,0
1,644,5,3,7.37,29.4,327.8,76,0,1
0,101,6,0,6.88,24.2,519.8,93.6,0,0
0,277,6,2,7.29,29.3,37.4,63.7,1,1
0,1066,1,3,6.8,32.2,158.6,71.2,0,1
1,9972,2,2,7.23,12.7,15.7,58.6,0,0
0,928,5,0,7.41,28.7,199.2,84.6,0,0
0,1106,5,2,7.84,44.5,53.2,36,0,1
0,574,4,3,6.73,35.1,77.7,42.5,0,1
0,1318,2,3,8.04,44.7,73.7,59.7,0,0
1,179,2,0,8.28,30.2,313.1,91.1,0,0
0,1234,1,3,7.07,29.6,232.3,86.8,0,1
0,489,3,1,7.65,34.8,122.2,78.6,0,1
0,188,2,2,7.87,36.1,57.2,42.6,0,0
1,814,6,0,7.55,28.2,263.4,82.9,0,0
0,9791,2,0,7.87,25.6,36.4,46.9,0,0
0,190,5,3,6.51,31.3,461.6,68.7,0,1
0,294,1,3,7.78,34.7,420.5,72.3,0,1
0,375,0,1,8.06,24.3,86.3,67.9,0,0
1,568,5,1,7.63,22.5,47.3,67.7,0,0
0,320,2,2,7.56,10.9,15.7,46.7,0,0
1,819,1,3,7.08,20.2,10.4,50.8,0,1
1,638,3,3,6.93,31.1,497.1,93.8,1,1
1,626,5,0,6.9,23.9,74.5,65,0,0
1,110,1,3,6.22,34.8,133.1,82.1,0,1
1,320,2,2,7.22,34,326.5,97.6,0,0
1,638,5,3,7.4,29.3,230.6,75.1,0,1
0,575,6,1,7.44,15.8,9.1,37.3,0,0
0,263,2,1,8.28,11.6,11.4,33.6,0,0
0,818,4,2,6.51,28.5,367,94,0,1
1,981,2,2,7.72,34.7,51.5,59.2,0,1
0,316,3,3,8.39,29.1,75.2,51.7,0,0
0,1239,3,3,6.82,27,27.8,44.3,1,1
0,251,5,3,6.47,23.9,244.6,65.6,0,1
1,221,2,0,6.96,45.2,25.3,51,0,0
1,326,2,1,7.2,26.2,395.2,73.6,0,0
0,759,5,2,8.09,31.9,249.4,73,1,1
0,308,5,3,7.87,28.9,573.8,85.8,0,1
0,759,3,3,7.22,22.6,47.1,68.1,0,1
1,327,5,3,7.28,21.5,11.9,32.5,0,1
0,606,2,3,6.6,26.8,45.3,61.5,0,1
1,406,3,0,7.04,40.1,24.9,49.4,0,1
1,552,6,1,7.31,26.4,714.4,92.9,1,0
0,469,1,3,6.59,31.2,243.5,79.9,0,1
1,600,3,2,8.12,19,29.5,36.4,0,0
0,398,2,3,7.54,47.5,30.8,53.7,0,1
0,1273,3,1,6.6,30.8,48.6,66.4,1,1
1,327,1,0,7.21,43.7,12.4,35.4,0,0
0,11390,0,1,8.49,36,282.9,71.4,0,0
0,739,0,3,7.3,30.6,226.9,88.3,0,1
1,382,0,3,6.91,45.2,23.6,46.4,0,1
1,375,3,3,7.05,33.5,174.3,70.1,0,1
0,777,1,0,7.14,29.2,333.5,70.6,0,1
0,333,5,3,7.93,28,15.1,44.8,0,1
1,419,0,2,7.31,24.9,48.6,71.2,0,1
0,384,5,3,7.18,24.4,14.4,40.9,0,1
0,12,5,1,7.41,26.3,75.1,59.1,0,1
0,430,5,0,7.81,33.9,173.2,72.1,0,0
1,208,0,0,7.88,31.8,566.6,96.5,1,0
1,8443,4,3,7.24,36.1,213.8,83.3,0,1
0,1110,1,3,6.72,21.3,34.8,55.2,0,1
1,541,1,1,7.75,37.5,68.4,52.7,0,1
0,174,1,3,6.99,15.2,23.7,49.7,0,1
1,392,5,2,7.93,18.8,18.8,30.1,0,0
1,491,0,0,7.96,28.4,40.7,45.1,0,0
1,737,4,3,7.62,25.6,151.3,72,1,0
1,154,0,1,7.16,23.5,94.5,60.3,0,0
0,212,2,1,7.03,34.2,572.6,90.8,0,0
1,330,0,2,8,8.9,27.8,60.3,0,0
0,936,2,1,7.33,38.3,49.4,34.5,0,1
0,2957,0,3,7.66,32.2,64.6,47.1,0,1
0,27,5,3,6.81,29.6,473.3,93.4,0,1
1,495,3,3,7.05,25.1,64.8,70.2,1,1
0,752,3,1,7.86,27.1,25,50.1,0,1
1,322,2,0,8.42,24,346.4,86.1,0,0
1,1005,2,3,7.63,30.7,491.3,76.3,0,0
0,425,2,3,7.71,11.4,19.2,46.6,0,1
0,964,3,3,7.7,29.9,434.9,89.9,0,1
1,253,6,3,7.04,27.1,28.1,57.4,0,1
0,261,5,3,6.54,33.3,261.6,94.3,0,1
1,729,2,2,7.08,26.2,15.9,32.8,0,0
1,336,6,3,6.51,27.8,721.6,95.4,0,1
0,42,2,1,8.16,25.1,82.4,65,0,0
0,1030,2,3,7.24,11,27.8,46,0,1
0,421,3,3,6.64,33.2,296.3,72.7,0,1
0,1106,1,3,7.43,28.6,469.5,78.6,0,1
1,164,2,1,6.91,9.8,21,59.8,0,0
1,317,6,0,8.25,45.1,32.2,37.1,0,0
0,1031,5,3,7.3,23,44.5,64.3,0,1
0,65,1,3,8.41,26.6,30.3,61.9,0,0
0,1102,6,2,7.96,35.7,55.9,64,0,1
1,487,2,0,7.42,37.3,28,31.3,0,0
1,479,1,3,7.04,30.6,178,88.3,0,1
1,377,1,3,6.8,30.9,248.1,84.1,0,1
0,462,0,0,7.99,35.5,37.7,55.6,0,0
0,258,3,3,7,26.2,23.7,41.6,0,1
0,464,1,0,6.22,27.9,78.5,77.4,1,1
1,522,5,3,7.79,33.7,205.8,76,0,1
0,380,5,3,7.71,23,59.2,69,0,1
1,1382,5,1,6.82,24.8,30.9,56.7,0,0
1,427,1,1,7.83,35,38.6,45,0,0
1,819,2,1,7.57,31.6,44.4,54.1,1,0
0,359,2,3,6.34,21.1,28.2,54.9,0,1
0,773,3,1,7.65,16.1,18.7,35.2,0,1
0,1041,5,2,7.84,37.1,65.1,39.8,0,1
1,365,6,3,7.07,27.3,717.3,77.7,0,1
1,1345,3,1,7.58,40.4,22,51.6,0,1
0,623,5,3,7.78,7.9,7.8,43.9,0,0
1,163,2,0,7.73,20.4,29,49.3,0,0
1,491,0,1,8.31,37.8,75.1,41.4,0,0
0,574,1,3,7.74,27.4,13.6,48.1,1,1
0,202,6,3,7.8,40.4,67.2,59.3,0,1
0,249,0,3,6.71,28.9,446.2,78,1,1
1,269,3,3,6.68,18.1,13.5,37.7,0,1
1,214,3,2,7.75,35.2,489.2,88.1,0,1
0,748,1,2,7.12,35.8,212.8,89.8,1,1
0,445,1,3,7.27,30.3,534.9,81.7,0,1
0,553,0,3,6.81,25.4,71.5,72.9,1,0
0,478,1,3,7.17,29.6,372.4,71.4,0,1
1,1858,5,0,7.34,29.4,89.9,81.3,0,0
1,193,5,3,7.12,27.8,106,60.5,0,1
0,456,2,3,7.71,23.4,398.1,86.6,0,1
1,245,3,3,7.21,25.2,30,49.6,1,1
0,1107,2,2,7.32,44.1,31,56.2,0,1
1,43,1,3,7.45,28.2,706.8,97.8,0,1
0,73,5,0,6.56,27.4,165.9,62.1,0,1
1,1173,4,1,8.5,41.9,75,38.4,0,0
0,799,3,3,7.24,24.4,62.7,70.6,0,1
1,350,0,3,7.99,27.5,429.2,72.3,0,0
1,509,3,0,6.84,24.8,247,60.9,0,1
0,112,1,3,7.76,31.4,191.6,72.8,0,1
0,627,1,3,6.86,28.3,342.3,81.7,1,1
0,1408,2,3,6.6,6.5,6.2,33.4,0,1
1,278,2,1,7.52,32.3,12.8,52.4,0,0
0,443,2,3,7.63,18.7,13.5,54.4,0,0
0,1218,0,1,7.13,23.7,63,70.5,0,0
0,650,1,3,6.93,26.9,258.3,75.5,0,1
0,9235,5,2,7.9,19.2,11,34.1,0,1
1,2649,0,1,8,26.9,25.6,63.3,0,0
0,456,2,3,7.52,34,278.7,89.6,0,1
0,829,4,3,6.55,34.3,34.5,50.2,0,1
1,213,0,0,6.49,27.8,24.8,49.2,0,1
1,496,1,1,8.26,30.1,10.2,54.5,0,0
1,748,0,1,7.9,34.7,180.1,86.8,0,0
1,493,5,0,7.36,29.8,387.7,78.6,0,0
0,9,5,1,8.45,41.3,11.8,32.1,0,0
0,663,6,3,6.84,31.7,114,73.7,0,1
1,1064,1,3,7.04,28,44.7,48,0,0
1,729,0,3,7.29,30.4,100.5,84.8,0,1
0,628,4,2,8.47,26.7,19.7,48,0,0
0,300,0,3,6.38,27.9,515,73.3,0,1
0,10,5,2,7.6,24.5,747.4,82.5,1,0
1,509,1,3,6.34,26.4,260.3,87.4,0,1
1,403,2,3,6.27,22.9,90.4,78.2,0,1
0,1196,3,3,7.52,35,58.2,41.4,0,1
0,582,3,3,7.2,27.2,39.3,54.8,0,1
1,795,1,3,7.7,30.2,49.3,55.4,0,1
1,271,0,0,6.98,40.5,7.6,23.1,0,0
0,791,0,2,6.81,34.1,696.9,85.1,1,1
0,126,0,1,7.13,31.8,148.6,73.5,0,0
0,975,4,3,6.46,30.3,499.3,82.6,0,1
